source,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,judge,advocate,main_subject
62017CO0166,Order of the Court (Sixth Chamber) of 19 October 2017,Sixth Chamber,Sportingbet PLC and Internet Opportunity Entertainment Ltd v Santa Casa da Misericórdia de Lisboa and Others,Request for a preliminary ruling from the Supremo Tribunal de Justiça,Reference for a preliminary ruling — Article 56 TFEU — Freedom to provide services — Restrictions — Operation of games of chance via websites — National legislation providing for a State monopoly — Article 99 of the Rules of Procedure of the Court of Justice — Question identical to a question on which the Court has already ruled or where the reply to such a question may be clearly deduced from existing case-law — Article 102 TFEU and Article 106(1) TFEU — Abuse of a dominant position — National legislation prohibiting advertising of games of chance except for those organised by a single operator subject to strict public-authority control which has been granted the exclusive right to organise such games — Article 53(2) of the Rules of Procedure of the Court of Justice — Question manifestly inadmissible,Case C-166/17,ECLI identifier: ECLI:EU:C:2017:790,03/04/2017,19/10/2017,Portugal,Rodin,Bot,SERV
62017CO0187,Order of the Court (Tenth Chamber) of 7 September 2017,Tenth Chamber,Rafaela Alandžak and Others v EUROHERC osiguranje – dioničko društvo za osiguranje imovine i osoba i druge poslove osiguranja,Request for a preliminary ruling from the Općinski sud u Vukovaru,Reference for a preliminary ruling — Factual and regulatory context of the dispute in the main proceedings — Lack of sufficient information — Manifest inadmissibility — Article 53(2) of the Rules of Procedure of the Court of Justice — Article 94 of the Rules of Procedure of the Court of Justice,Case C-187/17,ECLI identifier: ECLI:EU:C:2017:662,12/04/2017,07/09/2017,Croatia,Berger,Wathelet,SERV
62017CO0035,Order of the Court (Sixth Chamber) of 13 July 2017,Sixth Chamber,Saferoad Grawil sp,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-35/17,ECLI identifier: ECLI:EU:C:2017:557,24/01/2017,13/07/2017,Poland,Rodin,Campos Sánchez-Bordona,SERV
62016CO0110,Order of the Court (Ninth Chamber) of 8 June 2017,Ninth Chamber,Lg Costruzioni Srl v Area – Azienda Regionale per l’Edilizia Abitativa – Distretto di Carbonia and Area – Azienda Regionale per l’Edilizia Abitativa,Request for a preliminary ruling from the Consiglio di Stato,Reference for a preliminary ruling — Public works contract — Directive 2004/18/EC — Article 7 — Evaluation and determination of the technical capacities of the economic operators — Article 53(2) of the Rules of Procedure of the Court — Manifest inadmissibility,Case C-110/16,ECLI identifier: ECLI:EU:C:2017:446,23/02/2016,08/06/2017,Italy,Juhász,Campos Sánchez-Bordona,SERV
62016CO0595,Order of the Court (Tenth Chamber) of 27 April 2017,Tenth Chamber,Emmea Srl and Commercial Hub Srl v Comune di Siracusa and Others,Request for a preliminary ruling from the Tribunale Amministrativo Regionale per la Sicilia,Reference for a preliminary ruling — Legislative and factual background to the case in the main proceedings — Insufficient information — Manifest inadmissibility — Article 53(2) of the Rules of Procedure of the Court of Justice — Article 94 of the Rules of Procedure of the Court of Justice,Case C-595/16,ECLI identifier: ECLI:EU:C:2017:320,23/11/2016,27/04/2017,Italy,Biltgen,Szpunar,SERV
62016CO0581,Order of the Court (Seventh Chamber) of 4 April 2017,Seventh Chamber,Criminal proceedings against Nicola Turco,Request for a preliminary ruling from the Tribunale di Salerno,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National rules — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-581/16,ECLI identifier: ECLI:EU:C:2017:260,16/11/2016,04/04/2017,Italy,Toader,Wahl,SERV
62016CO0582,Order of the Court (Seventh Chamber) of 4 April 2017,Seventh Chamber,Criminal proceedings against Alfonso Consalvo,Request for a preliminary ruling from the Tribunale di Salerno,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National rules — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-582/16,ECLI identifier: ECLI:EU:C:2017:259,16/11/2016,04/04/2017,Italy,Toader,Wahl,SERV
62016CO0555,Order of the Court (Seventh Chamber) of 4 April 2017,Seventh Chamber,Criminal proceedings against Vincenzo D'Andria and Giuseppina D'Andria,Request for a preliminary ruling from the Tribunale di Salerno,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National rules — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-555/16,ECLI identifier: ECLI:EU:C:2017:261,31/10/2016,04/04/2017,Italy,Toader,Wahl,SERV
62016CO0379,Order of the Court (Ninth Chamber) of 24 November 2016,Ninth Chamber,European Dynamics Luxembourg SA and Others v European Union Intellectual Property Office,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-379/16 P,ECLI identifier: ECLI:EU:C:2016:905,07/07/2016,24/11/2016,,Juhász,Mengozzi,SERV
62015CO0697,Order of the Court (Sixth Chamber) of 10 November 2016,Sixth Chamber,MB Srl v Società Metropolitana Acque Torino (SMAT) SpA,Request for a preliminary ruling from the Tribunale Amministrativo Regionale per il Piemonte,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Public contracts — Directive 2004/18/EC — Directive 2014/24/EU — Participation in a call for tenders — Tenderer having omitted to mention in the tender the undertaking’s charges in relation to safety and security at work — That obligation created by case-law — Exclusion from the tendering procedure without the possibility of remedying that omission,Case C-697/15,ECLI identifier: ECLI:EU:C:2016:867,28/12/2015,10/11/2016,Italy,Rodin,Campos Sánchez-Bordona,SERV
62016CO0162,Order of the Court (Sixth Chamber) of 10 November 2016,Sixth Chamber,Spinosa Costruzioni Generali SpA and Melfi Srl v Comune di Monteroduni,Request for a preliminary ruling from the Tribunale Amministrativo regionale per il Molise,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Public procurement — Directive 2004/18/EC — Directive 2014/24/EU — Participation in a tendering procedure — Tenderer having failed to refer in the tender to the business charges relating to safety and security at work — Judicial obligation to include such a reference — Exclusion from the contract without the possibility of rectifying that omission,Case C-162/16,ECLI identifier: ECLI:EU:C:2016:870,18/03/2016,10/11/2016,Italy,Rodin,Campos Sánchez-Bordona,SERV
62016CO0140,Order of the Court (Sixth Chamber) of 10 November 2016,Sixth Chamber,Edra Costruzioni Soc,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-140/16,ECLI identifier: ECLI:EU:C:2016:868,07/03/2016,10/11/2016,Italy,Rodin,Campos Sánchez-Bordona,SERV
62015CO0590,Order of the Court (Ninth Chamber) of 10 November 2016,Ninth Chamber,Alain Laurent Brouillard v Court of Justice of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-590/15 P,ECLI identifier: ECLI:EU:C:2016:872,13/11/2015,10/11/2016,Belgium,Lycourgos,Campos Sánchez-Bordona,SERV
62015CO0526,Order of the Court (Eighth Chamber) of 27 October 2016,Eighth Chamber,Uber Belgium BVBA v Taxi Radio Bruxellois NV,Request for a preliminary ruling from the Nederlandstalige rechtbank van koophandel Brussel,Reference for a preliminary ruling — Article 53(2) of the Rules of Procedure of the Court — Inadmissibility — Transportation of persons by motor vehicles — Private drivers using a smart phone application to connect them to people wishing to travel within urban areas — Requirement to hold an operating permit,Case C-526/15,ECLI identifier: ECLI:EU:C:2016:830,05/10/2015,27/10/2016,Belgium,Šváby,Saugmandsgaard Øe,SERV
62016CO0010,Order of the Court (Ninth Chamber) of 26 October 2016,Ninth Chamber,Ignazio Messina & C, SpA v Ministero delle Infrastrutture e dei Trasporti - Capitaneria di porto di Genova and Others,References for a preliminary ruling from the Commissione tributaria provinciale di Genova,Joined Cases C-10/16 to C-12/16,ECLI identifier: ECLI:EU:C:2016:832,07/01/2016,26/10/2016,Italy,Lycourgos,Bot,SERV
62015CO0542,Order of the Court (Seventh Chamber) of 28 September 2016,Seventh Chamber,Criminal proceedings against Angela Manzo,Request for a preliminary ruling from the Tribunale di Santa Maria Capua Vetere,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Identical questions referred — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gambling — Restrictions — Overriding grounds of general interest — Proportionality — Public procurement — Conditions for participating in a call for tenders and assessment of economic and financial standing — Exclusion of the tenderer for failure to present certificates of economic and financial standing issued by two different banks — Directive 2004/18/EC — Article 47 — Applicability,Case C-542/15,ECLI identifier: ECLI:EU:C:2016:730,16/10/2015,28/09/2016,Italy,Toader,Wahl,SERV
62015CO0438,Order of the Court (Seventh Chamber) of 28 September 2016,Seventh Chamber,Criminal proceedings against Davide Durante,Request for a preliminary ruling from the Tribunale di Taranto,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Identical questions referred — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Gambling — Restrictions — Overriding reasons relating to the public interest — Proportionality — Conditions taking part in a tendering procedure and evaluation of economic and financial capacity — Tenderer excluded for failure to produce testimonials of his economic and financial capacity given by two separate banking institutions,Case C-438/15,ECLI identifier: ECLI:EU:C:2016:728,10/08/2015,28/09/2016,Italy,Toader,Wahl,SERV
62015CO0322,Order of the Court (Fourth Chamber) of 8 September 2016,Fourth Chamber,Google Ireland Limited and Google Italy Srl v Autorità per le Garanzie nelle Comunicazioni,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-322/15,ECLI identifier: ECLI:EU:C:2016:672,29/06/2015,08/09/2016,Italy,von Danwitz,Campos Sánchez-Bordona,SERV
62016CO0141,Order of the Court (Seventh Chamber) of 20 July 2016,Seventh Chamber,Stanleybet Malta Ltd and Mario Stoppani v Agenzia delle dogane e dei Monopoli – Ufficio dei Monopoli per la Lombardia,Request for a preliminary ruling from the Commissione Tributaria Regionale di Milano,Reference for a preliminary ruling — Freedom of establishment and freedom to provide services — Single tax on betting and pools — Making subject to taxation national intermediaries which transmit game data on behalf of operators established in another Member State — Absence of sufficient information concerning the factual and regulatory background to the dispute in the main proceedings and the reasons justifying the need for an answer to the question referred for a preliminary ruling — Manifest inadmissibility),Case C-141/16,ECLI identifier: ECLI:EU:C:2016:596,02/03/2016,20/07/2016,Italy,Toader,Sharpston,SERV
62015CO0214,Order of the Court (Ninth Chamber) of 7 July 2016,Ninth Chamber,Município de Vila Pouca de Aguiar v Sá Machado & Filhos SA and Norcep Construções e Empreendimentos Lda,Request for a preliminary ruling from the Supremo Tribunal Administrativo,Preliminary ruling — Public works contracts — Directive 2004/18/EC — Article 55 — Contract notice — Tender not accompanied by justification for abnormally low prices — Determination criteria — Article 7(c) — Value of the contract — Threshold not reached — Certain cross-border interest — Lack of information — Manifest inadmissibility,Case C-214/15,ECLI identifier: ECLI:EU:C:2016:548,11/05/2015,07/07/2016,Portugal,Juhász,Campos Sánchez-Bordona,SERV
62015CO0129,Order of the Court (Ninth Chamber) of 7 July 2016,Ninth Chamber,H,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-129/15,ECLI identifier: ECLI:EU:C:2016:540,16/03/2015,07/07/2016,Bulgaria,Juhász,Saugmandsgaard Øe,SERV
62016CO0088,Order of the Court (Ninth Chamber) of 7 July 2016,Ninth Chamber,European Dynamics Luxembourg SA and Evropaïki Dynamiki - Proigmena Systimata Tilepikoinonion Pliroforikis kai Tilematikis AE v European Joint Undertaking for ITER and the Development of Fusion Energy,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-88/16 P,ECLI identifier: ECLI:EU:C:2016:539,12/02/2016,07/07/2016,Luxembourg; Greece,Juhász,Mengozzi,SERV
62015CO0692,Order of the Court (First Chamber) of 12 May 2016,First Chamber,Security Service Srl and Others v Ministero dell'Interno and Others,Requests for a preliminary ruling from the Consiglio di Stato,Reference for a preliminary ruling — Rules of Procedure of the Court of Justice — Article 53(2) — Freedom of establishment and freedom to provide services — Purely internal situation — Court’s manifest lack of jurisdiction,Joined Cases C-692/15 to C-694/15,ECLI identifier: ECLI:EU:C:2016:344,21/12/2015,12/05/2016,Italy,Rodin,Kokott,SERV
62016CO0035,Order of the Court (Sixth Chamber) of 28 April 2016,Sixth Chamber,Matratzen Concord GmbH v European Union Intellectual Property Office (EUIPO),Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-35/16 P,ECLI identifier: ECLI:EU:C:2016:314,21/01/2016,28/04/2016,Germany,Arabadjiev,Wathelet,SERV
62015CO0504,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Antonio Paolo Conti v Procura della Repubblica,Request for a preliminary ruling from the Tribunale di Frosinone,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-504/15,ECLI identifier: ECLI:EU:C:2016:243,23/09/2015,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0437,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Nicola Seminario,Request for a preliminary ruling from the Tribunale di Bari,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-437/14,ECLI identifier: ECLI:EU:C:2016:237,22/09/2014,07/04/2016,Italy,Toader,Wahl,SERV
62016CO0008,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Paola Tonachella v Procura della Repubblica,Request for a preliminary ruling from the Tribunale di Frosinone,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-8/16,ECLI identifier: ECLI:EU:C:2016:244,05/01/2016,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0435,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Mauro Barletta,Request for a preliminary ruling from the Tribunale di Bari,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-435/14,ECLI identifier: ECLI:EU:C:2016:235,22/09/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0474,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Cristiano Pontillo,Request for a preliminary ruling from Tribunale di Salerno,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-474/14,ECLI identifier: ECLI:EU:C:2016:240,20/10/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0433,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Domenico Rosa,Request for a preliminary ruling from the Tribunale di Bari,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-433/14,ECLI identifier: ECLI:EU:C:2016:233,22/09/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0534,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Andrea Gaiti and Others,Request for a preliminary ruling from the Tribunale di Bergamo,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-534/14,ECLI identifier: ECLI:EU:C:2016:241,24/11/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0436,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Davide Cazzorla,Request for a preliminary ruling from the Tribunale di Bari,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-436/14,ECLI identifier: ECLI:EU:C:2016:236,22/09/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0434,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Raffaele Mignone,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-434/14,ECLI identifier: ECLI:EU:C:2016:234,22/09/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0467,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Chiara Baldo,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-467/14,ECLI identifier: ECLI:EU:C:2016:239,13/10/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0210,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Daniela Tomassi and Others v Procura Generale della Repubblica,Requests for a preliminary ruling from the Corte suprema di cassazione,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Joined Cases C-210/14 to C-214/14,ECLI identifier: ECLI:EU:C:2016:245,25/04/2014,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0462,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Criminal proceedings against Lorenzo Carlucci,Request for a preliminary ruling from the Tribunale di Bari,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Identical questions referred for a preliminary ruling — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Betting and gaming — National legislation — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences for a shorter term than that of the former licences — Transfer; free of charge; of the rights to use tangible and intangible assets owned constituting the network for the management and collection of bets — Restriction — Overriding reasons in the public interest — Proportionality,Case C-462/14,ECLI identifier: ECLI:EU:C:2016:238,08/10/2014,07/04/2016,Italy,Toader,Wahl,SERV
62015CO0065,Order of the Court (Seventh Chamber) of 7 April 2016,Seventh Chamber,Vito Santoro v Procura della Repubblica,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-65/15,ECLI identifier: ECLI:EU:C:2016:242,12/02/2015,07/04/2016,Italy,Toader,Wahl,SERV
62014CO0085,Order of the Court (Third Chamber) of 6 October 2015,Third Chamber,KPN BV v Autoriteit Consument en Markt (ACM),Request for a preliminary ruling from the College van Beroep voor het Bedrijfsleven,Rectification of a judgment,Case C-85/14,ECLI identifier: ECLI:EU:C:2015:668,18/02/2014,06/10/2015,Netherlands,Jarašiūnas,Bot,SERV
62015CO0299,Order of the Court (Ninth Chamber) of 16 July 2015,Ninth Chamber,Daniele Striani and Others v Union européenne des Sociétés de Football Association (UEFA) and Union Royale Belge des Sociétés de Football - Association (URBSFA),Request for a preliminary ruling from the Tribunal de première instance de Bruxelles,Reference for a preliminary ruling — Insufficient information regarding the legal and factual context — Insufficient information regarding the reasons justifying the need for an answer to the questions referred for a preliminary ruling for the purposes of resolving a dispute in the main proceedings — Manifest inadmissibility,Case C-299/15,ECLI identifier: ECLI:EU:C:2015:519,19/06/2015,16/07/2015,Belgium,Prechal,Sharpston,SERV
62015CO0151,Order of the Court (Third Chamber) of 14 July 2015,Third Chamber,Sociedade Portuguesa de Autores CRL v Ministério Público and Others,Request for a preliminary ruling from the Tribunal da Relação de Coimbra,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Copyright and related rights in the information society — Directive 2001/29/EC — Article 3(1) — Concept of ‘communication to the public’ — Broadcasting of works in a café-restaurant by means of a radio apparatus connected to loudspeakers,Case C-151/15,ECLI identifier: ECLI:EU:C:2015:468,30/03/2015,14/07/2015,Portugal,Ilešič,Bot,SERV
62014CO0602,Order of the Court (Sixth Chamber) of 4 June 2015,Sixth Chamber,Bharat Heavy Electricals Ltd v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-602/14 P,ECLI identifier: ECLI:EU:C:2015:376,19/12/2014,04/06/2015,,Borg Barthet,Jääskinen,SERV
62014CO0203,Order of the Court (Grand Chamber) of 24 April 2015,Grand Chamber,Consorci Sanitari del Maresme v Corporació de Salut del Maresme i la Selva,Request for a preliminary ruling from the Tribunal Català de Contractes del Sector Públic,Opening of the oral procedure — Holding a hearing,Case C-203/14,ECLI identifier: ECLI:EU:C:2015:279,23/04/2014,24/04/2015,Spain,Berger,Jääskinen,SERV
62015CO0023,Order of the Court (Fourth Chamber) of 19 March 2015,Fourth Chamber,  Criminal proceedings against Sébastien Andre,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-23/15,ECLI identifier: ECLI:EU:C:2015:194,20/01/2015,19/03/2015,Belgium,Bay Larsen,Wahl,SERV
62014CO0478,Order of the Court (Eighth Chamber) of 12 February 2015,Eighth Chamber,Roberto Siddu,Request for a preliminary ruling from the Tribunale di Cagliari,Reference for a preliminary ruling — Article 99 of the Rules of Procedure — Identical questions — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Games of chance — National rules — Reorganisation of the licensing system through the alignment of licence expiry dates — New call for tenders — Licences with a period of validity shorter than that of licences awarded in the past — Restriction — Compelling reasons of general interest — Proportionality,Case C-478/14,ECLI identifier: ECLI:EU:C:2015:104,27/10/2014,12/02/2015,Italy,Toader,Wahl,SERV
62014CO0480,Order of the Court (Eighth Chamber) of 12 February 2015,Eighth Chamber,Società Sogno di Tolosa Limited and Others v Ministero dell'Economia e delle Finanze and Agenzia delle Dogane e dei Monopoli di Stato,Request for a preliminary ruling from the Consiglio di Stato,Reference for a preliminary ruling — Article 99 of the Rules of Procedure — Identical questions referred– Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Games of chance — National legislation — Reorganisation of the licencing system through an alignment of licence expiry dates — New call for tenders — Licences with a shorter period than that of licences awarded in the past — Restriction — Overriding reasons of general interest — Proportionality,Case C-480/14,ECLI identifier: ECLI:EU:C:2015:105,29/10/2014,12/02/2015,Italy,Toader,Wahl,SERV
62014CO0457,Order of the Court (Eighth Chamber) of 12 February 2015,Eighth Chamber,Claudia Concu and Isabella Melis,Request for a preliminary ruling from the Tribunale di Cagliari,Reference for a preliminary ruling — Article 99 of the Rules of Procedure — Identical questions referred — Articles 49 TFEU and 56 TFEU — Freedom of establishment — Freedom to provide services — Games of chance — National legislation — Reorganisation of the licencing system through an alignment of licence expiry dates — New call for tenders — Licences with a shorter period than that of licences awarded in the past — Restriction — Overriding reasons of general interest — Proportionality,Case C-457/14,ECLI identifier: ECLI:EU:C:2015:98,02/10/2014,12/02/2015,Italy,Toader,Wahl,SERV
62014CO0204,Order of the Court (Tenth Chamber) of 4 September 2014,Tenth Chamber,István Tivadar Szabó v Nemzeti Adó- és Vámhivatal Közép-dunántúli Regionális Adó Főigazgatósága,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑204/14,ECLI identifier: ECLI:EU:C:2014:2220,23/04/2014,04/09/2014,Hungary,Vajda,Kokott,SERV
62013CO0427,Order of the Court (Tenth Chamber) of 17 July 2014,Tenth Chamber,  Emmeci Srl v Cotral SpA,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-427/13,ECLI identifier: ECLI:EU:C:2014:2121,25/07/2013,17/07/2014,Italy,Juhász,Kokott,SERV
62013CO0600,Order of the Court (Seventh Chamber) of 30 April 2014,Seventh Chamber,Intelcom Service Ltd v Vincenzo Mario Marvulli,Request for a preliminary ruling from the Giudice di pace di Matera,Request for a preliminary ruling — Articles 34 TFEU; 35 TFEU; 37 TFEU; 56 TFEU and 60 TFEU — Directive 2006/123/EC — National legislation granting notaries the exclusive right to draft and authenticate deeds relating to the sale of immovable property — Manifest inadmissibility,Case C‑600/13,ECLI identifier: ECLI:EU:C:2014:609,21/11/2013,30/04/2014,Italy,Arabadjiev,Cruz Villalón,SERV
62013CO0025,Order of the Court (Eighth Chamber) of 30 January 2014,Eighth Chamber,France Telecom España SA v Organismo de Gestión Tributaria de la Diputación de Barcelona,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑25/13,ECLI identifier: ECLI:EU:C:2014:58,21/01/2013,30/01/2014,Spain,Jarašiūnas,Sharpston,SERV
62013CO0355,Order of the Court (Seventh Chamber) of 12 December 2013,Seventh Chamber,  Umbra Packaging srl v Agenzia delle Entrate - Direzione Provinciale di Perugia,  Reference for a preliminary ruling: Commissione tributaria regionale dell'Umbria - Italy,  Request for a preliminary ruling - Rules of Procedure - Articles 53(2) and 99 - Possible to infer the answer to a question referred for a preliminary ruling clearly from the case-law - Request manifestly inadmissible - Electronic communications networks and services - Directive 2002/20/EC (Authorisation Directive) - Article 3 - Imposition of a government authorisation charge when a telephone subscription is taken out - Charge not applied to the use of prepaid telephone cards - Article 102 TFEU,  Case C-355/13,ECLI identifier: ECLI:EU:C:2013:867,27/06/2013,12/12/2013,Italy,Arestis,Jääskinen,SERV
