source,subject
62014CO0500,General provisions
62014CO0500,Trade marks
62015CO0013,Consumer protection
62015CO0013,Approximation of laws
62014CO0539,Consumer protection
62014CO0539,Charter of Fundamental Rights
62014CO0539,Approximation of laws
62014CO0539,Fundamental rights
62015CO0151,Freedom to provide services
62015CO0151,Right of establishment
62015CO0151,Approximation of laws
62014CO0090,Consumer protection
62014CO0090,Approximation of laws
62013CO0602,Consumer protection
62013CO0602,Approximation of laws
62014CO0578,Taxation
62014CO0578,Approximation of laws
62014CO0203,Right of establishment
62014CO0203,Freedom to provide services
62014CO0203,Approximation of laws
62014CO0254,Approximation of laws
62014CO0254,Environment
62013CO0348,Intellectual; industrial and commercial property
62013CO0348,Approximation of laws
62013CO0348,Copyright and related rights
62013CO0362,Social Policy
62013CO0362,Approximation of laws
62013CO0362,Transport
62013CO0288,Approximation of laws
62013CO0288,public health
62013CO0288,Environment
62013CO0289,Approximation of laws
62013CO0289,public health
62013CO0289,Environment
62013CO0290,Environment
62013CO0290,public health
62013CO0290,Approximation of laws
62013CO0427,Freedom to provide services
62013CO0427,Right of establishment
62013CO0427,Approximation of laws
62013CO0535,Approximation of laws
62013CO0535,Intellectual; industrial and commercial property
62013CO0535,Trade marks
62014CO0092,Free movement of workers
62014CO0092,Approximation of laws
62014CO0092,Consumer protection
62014CO0092,Charter of Fundamental Rights
62014CO0092,Fundamental rights
62013CO0683,Data protection
62013CO0683,Approximation of laws
62014CO0169,Approximation of laws
62014CO0169,Consumer protection
62014CO0169,Charter of Fundamental Rights
62014CO0169,Fundamental rights
62014CO0181,public health
62014CO0181,Approximation of laws
62014CO0181,Free movement of goods
62013CO0287,Environment
62013CO0287,public health
62013CO0287,Approximation of laws
62013CO0342,Approximation of laws
62013CO0153,Consumer protection
62013CO0153,Charter of Fundamental Rights
62013CO0153,Approximation of laws
62013CO0153,Fundamental rights
62012CO0614,Approximation of laws
62012CO0614,Charter of Fundamental Rights
62012CO0614,Fundamental rights
62012CO0614,Social Policy
62013CO0199,public health
62013CO0199,Environment
62013CO0199,Approximation of laws
62013CO0555,Approximation of laws
62013CO0555,Intellectual; industrial and commercial property
62013CO0298,Consumer protection
62013CO0298,Approximation of laws
62013CO0025,Telecommunications
62013CO0025,Right of establishment
62013CO0025,Freedom to provide services
62013CO0025,Approximation of laws
62013CO0430,Approximation of laws
62013CO0430,Consumer protection
62013CO0355,Right of establishment
62013CO0355,Freedom to provide services
62013CO0355,Telecommunications
62013CO0355,Approximation of laws
62013CO0049,Intellectual; industrial and commercial property
62013CO0049,Approximation of laws
62013CO0049,Trade marks
62012CO0537,Approximation of laws
62012CO0537,Consumer protection
62012CO0617,Patents
62012CO0617,Approximation of laws
62012CO0617,Intellectual; industrial and commercial property
62013CO0210,Intellectual; industrial and commercial property
62013CO0210,Approximation of laws
62013CO0210,Patents
62012CO0376,Approximation of laws
62012CO0376,Right of establishment
62012CO0376,Freedom to provide services
62012CO0376,Telecommunications
62012CO0468,Approximation of laws
62012CO0468,Taxation
62012CO0468,Indirect taxation
62012CO0352,Approximation of laws
62011CO0564,Approximation of laws
62011CO0564,Freedom to provide services
62011CO0564,Right of establishment
62011CO0584,Plant health legislation
62011CO0584,Approximation of laws
62011CO0584,Agriculture and Fisheries
62012CO0542,Environment
62012CO0542,public health
62012CO0542,Animal feedingstuffs
62012CO0542,Agriculture and Fisheries
62012CO0542,Approximation of laws
62011CO0486,Approximation of laws
62012CO0096,Approximation of laws
62011CO0362,Approximation of laws
62010CO0229,Approximation of laws
62010CO0229,Freedom to provide services
62010CO0229,Right of establishment
62012CO0343,Approximation of laws
62012CO0343,Consumer protection
62012CO0118,Approximation of laws
62011CO0541,Approximation of laws
62010CO0252,Approximation of laws
62010CO0252,Procedural provisions
62010CO0252,Right of establishment
62010CO0252,Freedom to provide services
62012CO0031,Approximation of laws
62011CO0433,Consumer protection
62011CO0433,Approximation of laws
62011CO0252,Approximation of laws
62011CO0252,Consumer protection
62011CO0559,Approximation of laws
62011CO0559,Consumer protection
62011CO0502,Right of establishment
62011CO0502,Freedom to provide services
62011CO0502,Approximation of laws
62011CO0038,Free movement of capital
62011CO0038,Approximation of laws
62011CO0038,Taxation
62012CO0025,Approximation of laws
62012CO0025,Social Policy
62011CO0477,Approximation of laws
62011CO0477,public health
62011CO0442,Approximation of laws
62011CO0442,Patents
62011CO0442,Intellectual; industrial and commercial property
62011CO0574,Intellectual; industrial and commercial property
62011CO0574,Patents
62011CO0574,Approximation of laws
62011CO0126,Consumer protection
62011CO0126,Approximation of laws
62010CO0302,Copyright and related rights
62010CO0302,Approximation of laws
62010CO0302,Intellectual; industrial and commercial property
62010CO0302,Freedom to provide services
62010CO0302,Right of establishment
62010CO0630,Approximation of laws
62010CO0630,Patents
62010CO0630,Intellectual; industrial and commercial property
62011CO0006,Approximation of laws
62011CO0006,Patents
62011CO0006,Intellectual; industrial and commercial property
62010CO0518,Intellectual; industrial and commercial property
62010CO0518,Patents
62010CO0518,Approximation of laws
62009CO0177,Approximation of laws
62009CO0177,Environment
62010CO0605,Approximation of laws
62010CO0605,Environment
62010CO0198,Designs
62010CO0198,Intellectual; industrial and commercial property
62010CO0198,Approximation of laws
62010CO0288,Consumer protection
62010CO0288,Approximation of laws
62009CO0492,Approximation of laws
62009CO0492,Telecommunications
62009CO0492,Freedom to provide services
62009CO0492,Right of establishment
62010CO0032,Approximation of laws
62010CO0032,Consumer protection
62010CO0032,Tourism
62010CO0194,Right of establishment
62010CO0194,Approximation of laws
62010CO0540,Approximation of laws
62010CO0540,Environment
62010CO0352,Consumer protection
62010CO0352,Approximation of laws
62010CO0102,Right of establishment
62010CO0102,Approximation of laws
62010CO0102,Freedom to provide services
62009CO0449,Approximation of laws
62009CO0449,Intellectual; industrial and commercial property
62010CO0266,Approximation of laws
62010CO0076,Consumer protection
62010CO0076,Approximation of laws
62008CO0517,Agriculture and Fisheries
62008CO0517,Approximation of laws
62008CO0517,Environment
62008CO0517,Plant health legislation
62009CO0136,Intellectual; industrial and commercial property
62009CO0136,Approximation of laws
62009CO0136,Right of establishment
62009CO0136,Freedom to provide services
62009CO0136,DADV
62009CO0091,Intellectual; industrial and commercial property
62009CO0091,Approximation of laws
62009CO0085,Approximation of laws
62009CO0085,Consumer protection
62009CO0085,public health
62007CO0450,Approximation of laws
62008CO0353,Approximation of laws
62009CO0198,Approximation of laws
62009CO0143,Consumer protection
62009CO0143,Approximation of laws
62009CO0143,Telecommunications
62009CO0143,Right of establishment
62009CO0143,Freedom to provide services
62007CO0439,Free movement of capital
62007CO0439,Taxation
62007CO0439,Approximation of laws
62007CO0439,Right of establishment
62008CO0166,Approximation of laws
62008CO0387,Approximation of laws
62008CO0039,Intellectual; industrial and commercial property
62008CO0039,Approximation of laws
62007CO0557,Approximation of laws
62007CO0557,Intellectual; industrial and commercial property
62007CO0557,DADV
62007CO0557,Freedom to provide services
62007CO0557,Right of establishment
62007CO0323,Right of establishment
62007CO0323,Approximation of laws
62007CO0012,State aids
62007CO0012,Competition
62007CO0012,Approximation of laws
62007CO0012,Freedom to provide services
62007CO0012,Right of establishment
62007CO0012,Agreements; decisions and concerted practices
62007CO0073,Data protection
62007CO0073,Approximation of laws
62006CO0492,Approximation of laws
62007CO0099,Free movement of goods
62007CO0099,Quantitative restrictions
62007CO0099,Foodstuffs
62007CO0099,Measures having equivalent effect
62007CO0099,Agriculture and Fisheries
62007CO0099,Approximation of laws
62006CO0325,Non-contractual liability
62006CO0325,Trade marks
62006CO0325,Approximation of laws
62006CO0325,Intellectual; industrial and commercial property
62005CO0202,Approximation of laws
62005CO0202,Patents
62005CO0202,Intellectual; industrial and commercial property
62006CO0150,Approximation of laws
62003CO0039(02),Approximation of laws
62003CO0039(02),PROC
62005CO0368,External relations
62005CO0368,Approximation of laws
62005CO0113,Approximation of laws
62005CO0026,Environment
62005CO0026,Waste
62005CO0026,Approximation of laws
62004CO0447,Right of establishment
62004CO0447,Approximation of laws
62002CO0259,Approximation of laws
62002CO0259,Intellectual; industrial and commercial property
62002CO0235,Environment
62002CO0235,Approximation of laws
62002CO0235,Waste
62002CO0244,Approximation of laws
62002CO0258,Plant health legislation
62002CO0258,Approximation of laws
62002CO0258,Agriculture and Fisheries
62002CO0166(01),Freedom to provide services
62002CO0166(01),Approximation of laws
62003CO0039,Approximation of laws
62003CO0156,Approximation of laws
62001CO0424,Approximation of laws
62000CO0307,Environment
62000CO0307,Quantitative restrictions
62000CO0307,Measures having equivalent effect
62000CO0307,Free movement of goods
62000CO0307,Waste
62000CO0307,Approximation of laws
62001CO0158,Approximation of laws
62001CO0158,Freedom to provide services
61999CO0246,Free movement of goods
61999CO0246,Measures having equivalent effect
61999CO0246,Approximation of laws
61999CO0246,Quantitative restrictions
62001CO0406,Consumer protection
62001CO0406,Approximation of laws
62001CO0406,External relations
62001CO0406,Commercial policy
62000CO0358,Approximation of laws
62000CO0358,Right of establishment
62000CO0358,Freedom to provide services
61999CO0233,Free movement of goods
61999CO0233,Measures having equivalent effect
61999CO0233,Approximation of laws
61999CO0233,Quantitative restrictions
62001CO0440,Approximation of laws
62000CO0059,Free movement of goods
62000CO0059,Quantitative restrictions
62000CO0059,Approximation of laws
62000CO0059,Measures having equivalent effect
62000CO0475,Approximation of laws
62000CO0478,Approximation of laws
62000CO0459,Approximation of laws
62000CO0471,Approximation of laws
62000CO0479,Approximation of laws
62000CO0477,Approximation of laws
62000CO0476,Approximation of laws
62000CO0474,Approximation of laws
61998CO0377,Approximation of laws
61998CO0377,Principles; objectives and tasks of the Treaties
61998CO0377,External relations
62000CO0116,Waste
62000CO0116,Competition
62000CO0116,Approximation of laws
62000CO0116,Agreements; decisions and concerted practices
62000CO0116,Free movement of goods
62000CO0116,Dominant position
62000CO0116,Environment
62000CO0116,Quantitative restrictions
62000CO0116,Measures having equivalent effect
61998CO0376,Measures having equivalent effect
61998CO0376,Approximation of laws
61998CO0376,Quantitative restrictions
61998CO0376,Principles; objectives and tasks of the Treaties
61998CO0376,Free movement of goods
61998CO0376,Freedom to provide services
61998CO0192,Approximation of laws
61998CO0440,Approximation of laws
61997CO0422,Approximation of laws
61997CO0317(02),Quantitative restrictions
61997CO0317(02),Foodstuffs
61997CO0317(02),Agriculture and Fisheries
61997CO0317(02),Approximation of laws
61997CO0317(02),Measures having equivalent effect
61997CO0317(02),Free movement of goods
61996CO0023,Approximation of laws
61994CO0325,Approximation of laws
61994CO0325,economic; social and territorial cohesion
61994CO0325,POLL
61994CO0325,European Regional Development Fund (ERDF)
61994CO0325,Environment
61995CO0181,Approximation of laws
61995CO0181,Patents
61995CO0181,Intellectual; industrial and commercial property
61994CO0266,Approximation of laws
61994CO0087,Approximation of laws
61991CO0272(01),Freedom to provide services
61991CO0272(01),Free movement of goods
61991CO0272(01),Right of establishment
61991CO0272(01),Quantitative restrictions
61991CO0272(01),Measures having equivalent effect
61991CO0272(01),Approximation of laws
61991CO0272,Approximation of laws
61991CO0272,Measures having equivalent effect
61991CO0272,Quantitative restrictions
61991CO0272,Right of establishment
61991CO0272,Freedom to provide services
61991CO0272,Free movement of goods
61988CO0286,Approximation of laws
61989CO0057,Environment
61989CO0057,Approximation of laws
61988CO0138,Agriculture and Fisheries
61988CO0138,Approximation of laws
61988CO0138,Veterinary legislation
61988CO0160(01),Veterinary legislation
61988CO0160(01),Agriculture and Fisheries
61988CO0160(01),Approximation of laws
61988CO0034,Veterinary legislation
61988CO0034,Agriculture and Fisheries
61988CO0034,Approximation of laws
61988CO0194(02),Approximation of laws
61988CO0194(01),Approximation of laws
61988CO0194,Approximation of laws
61988CO0160,Veterinary legislation
61988CO0160,Approximation of laws
61988CO0160,Agriculture and Fisheries
61987CO0352,Approximation of laws
61987CO0376,Agriculture and Fisheries
61987CO0376,Approximation of laws
61987CO0376,Veterinary legislation
61987CO0065,Agriculture and Fisheries
61987CO0065,Approximation of laws
61987CO0065,Animal feedingstuffs
61987CO0045(01),Measures having equivalent effect
61987CO0045(01),Approximation of laws
61987CO0045(01),Quantitative restrictions
61987CO0045(01),Free movement of goods
61987CO0045,Free movement of goods
61987CO0045,Quantitative restrictions
61987CO0045,Approximation of laws
61987CO0045,Measures having equivalent effect

62016CO0411,space
62016CO0045,Research and technological development
62014CO0102,Research and technological development
62016CO0378,Research and technological development
62014CO0450,Research and technological development
62014CO0450,Trans-European networks
62014CO0450,Telecommunications
62014CO0078(01),Research and technological development
62013CO0506,Research and technological development
62009CO0029,Research and technological development
62010CO0526,Non-contractual liability
62010CO0526,External relations
62007CO0440,Non-contractual liability
62007CO0440,Concentrations between undertakings
62007CO0440,Agreements; decisions and concerted practices
62007CO0440,Competition
62007CO0100,Non-contractual liability
62007CO0100,Veterinary legislation
62007CO0100,Beef and veal
62007CO0100,Agriculture and Fisheries
62007CO0100,public health
62006CO0325,Non-contractual liability
62006CO0325,Trade marks
62006CO0325,Approximation of laws
62006CO0325,Intellectual; industrial and commercial property
62006CO0129,Non-contractual liability
62006CO0004,Non-contractual liability
61989CO0104,Agriculture and Fisheries
61989CO0104,Milk products
61989CO0104,Non-contractual liability
62001CO0136,Non-contractual liability
61998CO0095,Non-contractual liability
61998CO0095,Customs Union
61998CO0095,Free movement of goods
61995CO0019,public procurement in the European Union
61995CO0019,African; Caribbean and Pacific States (ACP)
61995CO0019,External relations
61995CO0019,Non-contractual liability
61995CO0019,European Development Fund (EDF)
61992CO0044(01),Non-contractual liability
61992CO0044(01),Staff regulations and employment conditions - EC
61990CO0051,Free movement of goods
61990CO0051,Non-contractual liability
61990CO0051,Common customs tariff
61990CO0051,Customs Union
61987CO0241,Non-contractual liability
61987CO0241,External relations
61980CO0256,Non-contractual liability
61980CO0256,Agriculture and Fisheries
61980CO0256,Cereals
61979CO0114,Staff regulations and employment conditions - EC
61979CO0114,Non-contractual liability

62014CO0450,Trans-European networks
62014CO0450,Telecommunications
62007CO0483,Intellectual; industrial and commercial property
62007CO0483,Trans-European networks
62016CO0107,Approximation of laws
62016CO0107,Agriculture and Fisheries
62016CO0666,public health
62016CO0666,Approximation of laws
62016CO0663,public health
62016CO0663,REACH
62016CO0497,public health
62016CO0497,Justice and home affairs
62016CO0497,Approximation of laws
62015CO0637,public health
62015CO0637,Consumer protection
62015CO0604,public health
62013CO0288,Approximation of laws
62013CO0288,public health
62013CO0288,Environment
62013CO0289,Approximation of laws
62013CO0289,public health
62013CO0289,Environment
62013CO0290,Environment
62013CO0290,public health
62013CO0290,Approximation of laws
62014CO0181,public health
62014CO0181,Approximation of laws
62014CO0181,Free movement of goods
62013CO0287,Environment
62013CO0287,public health
62013CO0287,Approximation of laws
62013CO0199,public health
62013CO0199,Environment
62013CO0199,Approximation of laws
62013CO0426,public health
62012CO0542,Environment
62012CO0542,public health
62012CO0542,Animal feedingstuffs
62012CO0542,Agriculture and Fisheries
62012CO0542,Approximation of laws
62011CO0477,Approximation of laws
62011CO0477,public health
62009CO0344,public health
62009CO0085,Approximation of laws
62009CO0085,Consumer protection
62009CO0085,public health
62007CO0100,Non-contractual liability
62007CO0100,Veterinary legislation
62007CO0100,Beef and veal
62007CO0100,Agriculture and Fisheries
62007CO0100,public health
61992CO0429,Commercial policy
61992CO0429,Association Agreement
61992CO0429,African; Caribbean and Pacific States (ACP)
61992CO0429,Protective measures
61987CO0082,Protective measures
61987CO0082,External relations
61987CO0082,Commercial policy
61985CO0069,Provisions governing the Institutions
61985CO0069,Protective measures
61985CO0069,Agriculture and Fisheries
61985CO0069,Fruit and vegetables
61984CO0001,External relations
61984CO0001,Commercial policy
61984CO0001,Protective measures
61983CO0114,Accession
61983CO0114,Potatoes
61983CO0114,Competition
61983CO0114,Protective measures
61983CO0114,Agriculture and Fisheries

62017CO0486,public procurement in the European Union
62017CO0486,Freedom to provide services
62017CO0486,Right of establishment
62017CO0166,Right of establishment
62017CO0166,Freedom to provide services
62017CO0187,Freedom to provide services
62017CO0187,Right of establishment
62017CO0187,Approximation of laws
62017CO0035,Freedom to provide services
62017CO0035,Right of establishment
62017CO0035,Approximation of laws
62016CO0110,Right of establishment
62016CO0110,Freedom to provide services
62016CO0595,Right of establishment
62016CO0595,Freedom to provide services
62016CO0595,Competition
62016CO0581,Freedom to provide services
62016CO0581,Right of establishment
62016CO0582,Right of establishment
62016CO0582,Freedom to provide services
62016CO0555,Right of establishment
62016CO0555,Freedom to provide services
62016CO0379,public procurement in the European Union
62016CO0379,Freedom to provide services
62015CO0697,Approximation of laws
62015CO0697,Freedom to provide services
62015CO0697,Right of establishment
62016CO0162,Approximation of laws
62016CO0162,Right of establishment
62016CO0162,Freedom to provide services
62016CO0140,Approximation of laws
62016CO0140,Freedom to provide services
62016CO0140,Right of establishment
62015CO0590,Freedom to provide services
62015CO0590,public procurement in the European Union
62015CO0526,Charter of Fundamental Rights
62015CO0526,Fundamental rights
62015CO0526,Right of establishment
62015CO0526,Freedom to provide services
62016CO0010,Transport
62016CO0010,Right of establishment
62016CO0010,Freedom to provide services
62015CO0542,Right of establishment
62015CO0542,Freedom to provide services
62015CO0542,Approximation of laws
62015CO0438,Freedom to provide services
62015CO0438,Right of establishment
62015CO0322,Freedom to provide services
62016CO0141,Freedom of establishment
62016CO0141,Freedom to provide services
62016CO0141,Right of establishment
62015CO0214,Right of establishment
62015CO0214,Freedom to provide services
62015CO0214,Approximation of laws
62015CO0129,Right of establishment
62015CO0129,Freedom to provide services
62015CO0129,Approximation of laws
62016CO0088,public procurement in the European Union
62016CO0088,Freedom to provide services
62015CO0692,Freedom to provide services
62015CO0692,Right of establishment
62016CO0035,Freedom to provide services
62016CO0035,public procurement in the European Union
62015CO0504,Freedom to provide services
62015CO0504,Right of establishment
62014CO0437,Right of establishment
62014CO0437,Freedom to provide services
62016CO0008,Freedom to provide services
62016CO0008,Right of establishment
62014CO0435,Freedom to provide services
62014CO0435,Right of establishment
62014CO0474,Right of establishment
62014CO0474,Freedom to provide services
62014CO0433,Right of establishment
62014CO0433,Freedom to provide services
62014CO0534,Right of establishment
62014CO0534,Freedom to provide services
62014CO0436,Freedom to provide services
62014CO0436,Right of establishment
62014CO0434,Right of establishment
62014CO0434,Freedom to provide services
62014CO0467,Freedom to provide services
62014CO0467,Right of establishment
62014CO0210,Freedom to provide services
62014CO0210,Right of establishment
62014CO0462,Right of establishment
62014CO0462,Freedom to provide services
62015CO0065,Right of establishment
62015CO0065,Freedom to provide services
62015CO0299,Agreements; decisions and concerted practices
62015CO0299,Fundamental rights
62015CO0299,Freedom to provide services
62015CO0299,Free movement of workers
62015CO0299,Free movement of capital
62015CO0299,Competition
62015CO0151,Freedom to provide services
62015CO0151,Right of establishment
62015CO0151,Approximation of laws
62014CO0602,Freedom to provide services
62014CO0203,Right of establishment
62014CO0203,Freedom to provide services
62014CO0203,Approximation of laws
62015CO0023,Principles; objectives and tasks of the Treaties
62015CO0023,Freedom to provide services
62015CO0023,Right of establishment
62015CO0023,Competition
62014CO0478,Right of establishment
62014CO0478,Freedom to provide services
62014CO0480,Freedom to provide services
62014CO0480,Right of establishment
62014CO0457,Right of establishment
62014CO0457,Freedom to provide services
62014CO0204,Freedom to provide services
62014CO0204,Free movement of goods
62014CO0204,Internal market - Principles
62014CO0204,Quantitative restrictions
62013CO0427,Freedom to provide services
62013CO0427,Right of establishment
62013CO0427,Approximation of laws
62013CO0600,Freedom to provide services
62013CO0600,Free movement of goods
62013CO0025,Telecommunications
62013CO0025,Right of establishment
62013CO0025,Freedom to provide services
62013CO0025,Approximation of laws
62013CO0355,Right of establishment
62013CO0355,Freedom to provide services
62013CO0355,Telecommunications
62013CO0355,Approximation of laws
62012CO0376,Approximation of laws
62012CO0376,Right of establishment
62012CO0376,Freedom to provide services
62012CO0376,Telecommunications
62012CO0430,Social security for migrant workers
62012CO0430,Freedom to provide services
62011CO0564,Approximation of laws
62011CO0564,Freedom to provide services
62011CO0564,Right of establishment
62010CO0229,Approximation of laws
62010CO0229,Freedom to provide services
62010CO0229,Right of establishment
62010CO0252,Approximation of laws
62010CO0252,Procedural provisions
62010CO0252,Right of establishment
62010CO0252,Freedom to provide services
62011CO0502,Right of establishment
62011CO0502,Freedom to provide services
62011CO0502,Approximation of laws
62010CO0164,Freedom to provide services
62010CO0164,Right of establishment
62011CO0612,Freedom to provide services
62011CO0612,Right of establishment
62010CO0413,Right of establishment
62010CO0413,Freedom to provide services
62010CO0255,Right of establishment
62010CO0255,Freedom to provide services
62011CO0368,Right of establishment
62011CO0368,Freedom to provide services
62010CO0279,Right of establishment
62010CO0279,Freedom to provide services
62011CO0107,Freedom to provide services
62011CO0107,Right of establishment
62010CO0501,Freedom to provide services
62010CO0501,Right of establishment
62010CO0302,Copyright and related rights
62010CO0302,Approximation of laws
62010CO0302,Intellectual; industrial and commercial property
62010CO0302,Freedom to provide services
62010CO0302,Right of establishment
62009CO0492,Approximation of laws
62009CO0492,Telecommunications
62009CO0492,Freedom to provide services
62009CO0492,Right of establishment
62010CO0102,Right of establishment
62010CO0102,Approximation of laws
62010CO0102,Freedom to provide services
62008CO0336,Freedom to provide services
62008CO0336,Social security for migrant workers
62010CO0091,Freedom to provide services
62009CO0298,Freedom to provide services
62009CO0298,Right of establishment
62008CO0114(01),Right of establishment
62008CO0114(01),Freedom to provide services
62008CO0114(01),Provisions governing the Institutions
62009CO0136,Intellectual; industrial and commercial property
62009CO0136,Approximation of laws
62009CO0136,Right of establishment
62009CO0136,Freedom to provide services
62009CO0136,DADV
62008CO0055,Right of establishment
62008CO0055,Freedom to provide services
62008CO0055,Free movement of capital
62009CO0143,Consumer protection
62009CO0143,Approximation of laws
62009CO0143,Telecommunications
62009CO0143,Right of establishment
62009CO0143,Freedom to provide services
62006CO0525,Freedom to provide services
62006CO0525,Provisions governing the Institutions
62007CO0557,Approximation of laws
62007CO0557,Intellectual; industrial and commercial property
62007CO0557,DADV
62007CO0557,Freedom to provide services
62007CO0557,Right of establishment
62008CO0364,Freedom to provide services
62008CO0364,Right of establishment
62008CO0364,Free movement of workers
62008CO0180,Free movement of workers
62008CO0180,Right of establishment
62008CO0180,Freedom to provide services
62008CO0042,Taxation
62008CO0042,Freedom to provide services
62005CO0201,Freedom to provide services
62005CO0201,Free movement of capital
62005CO0201,Right of establishment
62005CO0201,Taxation
62007CO0012,State aids
62007CO0012,Competition
62007CO0012,Approximation of laws
62007CO0012,Freedom to provide services
62007CO0012,Right of establishment
62007CO0012,Agreements; decisions and concerted practices
62006CO0191,Freedom to provide services
62006CO0191,Right of establishment
62005CO0397,Right of establishment
62005CO0397,Freedom to provide services
62005CO0395,Freedom to provide services
62005CO0395,Right of establishment
62005CO0466,Right of establishment
62005CO0466,Freedom to provide services
62005CO0171,Agreements; decisions and concerted practices
62005CO0171,Dominant position
62005CO0171,Competition
62005CO0171,Freedom to provide services
62005CO0242,Freedom to provide services
62004CO0435,Freedom to provide services
62003CO0085,Freedom to provide services
62003CO0085,Right of establishment
62002CO0035,Right of establishment
62002CO0035,Freedom to provide services
62002CO0035,Free movement of workers
62002CO0166(01),Freedom to provide services
62002CO0166(01),Approximation of laws
62001CO0233,Freedom to provide services
62001CO0204,Right of establishment
62001CO0204,Non-discrimination on grounds of nationality
62001CO0204,Freedom to provide services
62001CO0204,Principles; objectives and tasks of the Treaties
62001CO0204,anti-discrimination
62001CO0204,Free movement of workers
62001CO0158,Approximation of laws
62001CO0158,Freedom to provide services
62000CO0358,Approximation of laws
62000CO0358,Right of establishment
62000CO0358,Freedom to provide services
61998CO0376,Measures having equivalent effect
61998CO0376,Approximation of laws
61998CO0376,Quantitative restrictions
61998CO0376,Principles; objectives and tasks of the Treaties
61998CO0376,Free movement of goods
61998CO0376,Freedom to provide services
61998CO0009,Freedom to provide services
61998CO0009,Free movement of workers
61997CO0066,Competition
61997CO0066,State aids
61997CO0066,Freedom to provide services
61996CO0002,Free movement of workers
61996CO0002,Competition
61996CO0002,Dominant position
61996CO0002,Freedom to provide services
61996CO0002,Agreements; decisions and concerted practices
61995CO0326,Competition
61995CO0326,State aids
61995CO0326,Freedom to provide services
61992CO0424,Right of establishment
61992CO0424,Agreements; decisions and concerted practices
61992CO0424,Dominant position
61992CO0424,Freedom to provide services
61992CO0424,Concerted practices
61992CO0424,Competition
61992CO0424,State aids
61991CO0272(01),Freedom to provide services
61991CO0272(01),Free movement of goods
61991CO0272(01),Right of establishment
61991CO0272(01),Quantitative restrictions
61991CO0272(01),Measures having equivalent effect
61991CO0272(01),Approximation of laws
61991CO0272,Approximation of laws
61991CO0272,Measures having equivalent effect
61991CO0272,Quantitative restrictions
61991CO0272,Right of establishment
61991CO0272,Freedom to provide services
61991CO0272,Free movement of goods
61990CO0247,Freedom to provide services
61989CO0371,Freedom to provide services
61980CO0138,Freedom to provide services
62016CO0474,Free movement of workers
62014CO0496,Charter of Fundamental Rights
62014CO0496,Social security for migrant workers
62014CO0496,Principles; objectives and tasks of the Treaties
62014CO0496,Fundamental rights
62013CO0668,Social security for migrant workers
62013CO0598,Social security for migrant workers
62013CO0646,Social security for migrant workers
62014CO0019,Social security for migrant workers
62014CO0019,Non-discrimination on grounds of nationality
62014CO0019,Citizenship of the Union
62014CO0019,anti-discrimination
62012CO0430,Social security for migrant workers
62012CO0430,Freedom to provide services
62011CO0656,Social security for migrant workers
62011CO0656,External relations
62011CO0656,Free movement of workers
62009CO0345,Social security for migrant workers
62009CO0345,Citizenship of the Union
62009CO0345,Free movement of workers
62008CO0336,Freedom to provide services
62008CO0336,Social security for migrant workers
62009CO0286,Social security for migrant workers
62006CO0438,Social security for migrant workers
62006CO0438,Free movement of workers
62006CO0276,Social security for migrant workers
62006CO0276,Association Agreement
62006CO0276,Fundamental rights
62006CO0276,External relations
62005CO0436,Free movement of workers
62005CO0436,Social security for migrant workers
62005CO0336,anti-discrimination
62005CO0336,Non-discrimination on grounds of nationality
62005CO0336,External relations
62005CO0336,Free movement of workers
62005CO0336,Association Agreement
62005CO0336,Social security for migrant workers
62002CO0023,Social security for migrant workers
62002CO0023,External relations
62000CO0175,Social security for migrant workers
61999CO0242,Social security for migrant workers
62017CO0315,Social Policy
62017CO0252,Social Policy
62017CO0142,Fundamental rights
62017CO0142,Social Policy
62017CO0142,Charter of Fundamental Rights
62016CO0653,Social Policy
62016CO0443,Social Policy
62016CO0027,Social Policy
62016CO0027,Principles; objectives and tasks of the Treaties
62015CO0631,Social Policy
62015CO0614,Social Policy
62015CO0328,Social Policy
62015CO0328,Principles; objectives and tasks of the Treaties
62015CO0328,Fundamental rights
62015CO0328,Charter of Fundamental Rights
62015CO0325,Social Policy
62015CO0325,Transport
62015CO0137,Social Policy
62014CO0327,Principles; objectives and tasks of the Treaties
62014CO0327,Social Policy
62013CO0688,Social Policy
62014CO0086,Social Policy
62014CO0199,Social Policy
62014CO0199,Fundamental rights
62014CO0199,Charter of Fundamental Rights
62013CO0362,Social Policy
62013CO0362,Approximation of laws
62013CO0362,Transport
62014CO0152,Social Policy
62013CO0459,Social Policy
62013CO0459,Principles; objectives and tasks of the Treaties
62013CO0089,Charter of Fundamental Rights
62013CO0089,General provisions
62013CO0089,Social Policy
62013CO0089,Principles; objectives and tasks of the Treaties
62013CO0089,Fundamental rights
62013CO0520,Social Policy
62013CO0520,Principles; objectives and tasks of the Treaties
62012CO0511,Social Policy
62012CO0614,Approximation of laws
62012CO0614,Charter of Fundamental Rights
62012CO0614,Fundamental rights
62012CO0614,Social Policy
62013CO0050,Social Policy
62013CO0257,Social Policy
62013CO0257,Immigration and asylum policy
62013CO0257,area of freedom; security and justice
62012CO0415,Social Policy
62012CO0535,Social Policy
62011CO0393,Social Policy
62012CO0178,Social Policy
62012CO0178,Principles; objectives and tasks of the Treaties
62012CO0194,Social Policy
62012CO0025,Approximation of laws
62012CO0025,Social Policy
