source,target,paragraph
62007CO0439,62007CJ0138,N47
62007CO0439,62007CJ0138,N48
62007CO0439,62007CJ0138,N56
62007CO0439,62007CJ0138,N62
62008CO0166,62001CJ0276,N28
62008CO0166,62001CJ0276,N30
62008CO0166,62001CJ0276,N31
62008CO0166,62001CJ0276,N32
62008CO0387,61996CJ0404,N20
62008CO0387,62001CJ0486,N20
62008CO0387,62006CJ0015,N20
62007CO0557,62006CJ0275,N26
62007CO0557,62006CJ0275,N27
62007CO0557,62006CJ0275,N28
62007CO0557,62006CJ0275,N39
62007CO0557,62006CJ0275,N40
62007CO0557,62006CJ0275,N41
62007CO0323,61998CJ0107,N15
62007CO0323,61998CJ0107,N18
62007CO0323,61998CJ0107,N23
62007CO0323,62003CJ0026,N19
62007CO0323,62004CJ0340,N15
62007CO0012,61981CJ0141,N18
62007CO0012,61990CJ0320,N16
62007CO0012,61994CO0167,N16
62007CO0012,61994CO0167,N17
62007CO0012,61994CO0167,N18
62007CO0012,61998CO0422,N24
62007CO0012,62000CO0116,N16
62007CO0012,62000CO0116,N17
62007CO0012,62000CO0116,N18
62007CO0073,61964CO0006,N10
62007CO0073,61972CJ0062,N9
62007CO0073,61972CJ0062,N11
62007CO0073,62003CO0453,N8
62007CO0073,62003CO0458,N8
62007CO0073,62004CO0317,N3
62007CO0073,62004CO0318,N3
62007CO0073,62005CO0305,N8
62007CO0073,62005CO0305,N9
62007CO0073,62005CO0305,N10
62007CO0073,62005CO0306,N9
62007CO0073,62005CO0306,N11
62006CO0492,61999CJ0470,N29
62006CO0492,62001CJ0315,N21
62006CO0492,62004CJ0129,N22
62006CO0492,62004CJ0129,N23
62006CO0492,62004CJ0129,N24
62007CO0099,61998CJ0352,N15
62007CO0099,61999CJ0248,N15
62007CO0099,62000CO0345,N14
62007CO0099,62000CO0345,N15
62007CO0099,62001CO0488,N15
62006CO0325,61974CJ0056,N5
62006CO0325,61974CJ0056,N7
62006CO0325,61974CJ0056,N13
62006CO0325,61974CJ0056,N14
62006CO0325,61974CJ0056,N15
62006CO0325,61974CJ0056,N16
62006CO0325,61974CJ0056,N17
62006CO0325,61974CJ0056,N18
62006CO0325,61974CJ0056,N19
62006CO0325,61974CJ0056,N20
62006CO0325,61974CJ0056,N21
62006CO0325,61974CJ0056,N22
62006CO0325,61974CJ0056,N23
62006CO0325,61974CJ0056,N24
62006CO0325,61974CJ0056,N25
62006CO0325,61974CJ0056,N26
62006CO0325,61974CJ0056,N27
62006CO0325,61974CJ0056,N28
62006CO0325,61974CJ0056,N29
62006CO0325,61974CJ0056,N30
62006CO0325,61974CJ0056,N31
62006CO0325,61974CJ0056,N32
62006CO0325,61974CJ0056,N33
62006CO0325,61974CJ0056,N34
62006CO0325,61974CJ0056,N35
62006CO0325,61974CJ0056,N36
62006CO0325,61974CJ0056,N37
62006CO0325,61974CJ0056,N38
62006CO0325,61974CJ0056,N39
62006CO0325,61974CJ0056,N40
62006CO0325,61974CJ0056,N41
62006CO0325,61974CJ0056,N42
62006CO0325,61974CJ0056,N43
62006CO0325,61974CJ0056,N44
62006CO0325,61974CJ0056,N45
62006CO0325,61974CJ0056,N46
62006CO0325,61974CJ0056,N47
62006CO0325,61974CJ0056,N48
62006CO0325,61974CJ0056,N49
62006CO0325,61974CJ0056,N50
62006CO0325,61974CJ0056,N51
62006CO0325,61974CJ0056,N52
62006CO0325,61974CJ0056,N53
62006CO0325,61974CJ0056,N54
62006CO0325,61974CJ0056,N55
62006CO0325,61974CJ0056,N56
62006CO0325,61974CJ0056,N57
62006CO0325,61974CJ0056,N58
62006CO0325,61974CJ0056,N59
62006CO0325,61974CJ0056,N60
62006CO0325,61974CJ0056,N61
62006CO0325,61974CJ0056,N62
62006CO0325,61974CJ0056,N63
62006CO0325,61974CJ0056,N64
62006CO0325,61974CJ0056,N65
62006CO0325,61974CJ0056,N66
62006CO0325,61983CJ0059,N77
62006CO0325,61984CJ0281,N48
62006CO0325,61986CJ0081,N77
62006CO0325,61998CJ0237,N76
62006CO0325,61998CJ0352,N36
62006CO0325,61998CJ0352,N49
62006CO0325,61999CJ0248,N36
62006CO0325,61999CJ0449,N60
62006CO0325,62000CJ0041,N36
62006CO0325,62000CJ0472,N49
62006CO0325,62001CJ0206,N29
62006CO0325,62001CJ0206,N32
62006CO0325,62002CJ0234,N49
62006CO0325,62003CJ0240,N60
62006CO0325,62005CJ0048,N32
62005CO0202,62003CJ0031,N19
62005CO0202,62004CJ0431,N17
62006CO0150,61971CJ0042,N22
62006CO0150,61991CJ0015,N22
62006CO0150,61999CJ0496,N47
62006CO0150,62000CJ0050,N40
62006CO0150,62005CJ0214,N45
62006CO0150,62005CJ0214,N47
62003CO0039(02),61989CO0104,N48
62003CO0039(02),61992CO0222,N27
62003CO0039(02),61999CO0077,N48
62003CO0039(02),62001CO0440,N2
62003CO0039(02),62001CO0440,N3
62003CO0039(02),62003CO0039,N7
62003CO0039(02),62003CO0039,N8
62003CO0039(02),62003CO0039,N27
62003CO0039(02),62003CO0039,N30
62003CO0039(02),62003CO0039,N35
62003CO0039(02),62003CO0039,N39
62003CO0039(02),62003CO0039,N42
62003CO0039(02),62003CO0156,N27
62005CO0368,61982CJ0191,N58
62005CO0368,61986CJ0026,N56
62005CO0368,61989CJ0309,N56
62005CO0368,61990CJ0313,N59
62005CO0368,61991CJ0327,N41
62005CO0368,61995CJ0010,N56
62005CO0368,61997CJ0321,N41
62005CO0368,61998CJ0352,N62
62005CO0368,61999CJ0248,N62
62005CO0368,62000CJ0050,N56
62005CO0368,62000CJ0050,N67
62005CO0368,62002CJ0263,N58
62005CO0368,62002CJ0263,N67
62005CO0368,62002CO0360,N37
62005CO0368,62002CO0360,N46
62005CO0368,62004CO0482,N37
62005CO0368,62004CO0482,N46
62005CO0368,62005CO0338,N63
62005CO0113,61985CJ0053,N49
62005CO0113,61986CJ0026,N37
62005CO0113,61989CJ0309,N37
62005CO0113,61989CJ0309,N45
62005CO0113,61989CJ0309,N47
62005CO0113,61989CJ0358,N37
62005CO0113,62000CJ0050,N56
62005CO0113,62000CJ0050,N57
62005CO0113,62002CJ0263,N37
62005CO0113,62002CO0360,N21
62005CO0113,62002CO0360,N26
62005CO0113,62003CO0180,N36
62005CO0026,62001CJ0341,N2
62005CO0026,62001CJ0341,N17
62005CO0026,62001CJ0341,N18
62005CO0026,62001CJ0341,N24
62005CO0026,62001CJ0341,N26
62005CO0026,62001CJ0341,N27
62004CO0447,61994CJ0129,N25
62004CO0447,62003CJ0170,N20
62004CO0447,62003CJ0537,N25
62002CO0259,62001CJ0040,N14
62002CO0259,62001CJ0040,N18
62002CO0259,62001CJ0040,N19
62002CO0259,62001CJ0040,N20
62002CO0259,62001CJ0040,N21
62002CO0259,62001CJ0040,N22
62002CO0259,62001CJ0040,N23
62002CO0235,61979CJ0065,N23
62002CO0235,61986CJ0014,N23
62002CO0235,61986CJ0080,N25
62002CO0235,61993CJ0415,N28
62002CO0235,61994CJ0304,N26
62002CO0235,61995CJ0168,N25
62002CO0235,61997CJ0418,N34
62002CO0235,61997CJ0418,N39
62002CO0235,61997CJ0418,N40
62002CO0235,61998CJ0343,N25
62002CO0235,61998CJ0379,N29
62002CO0235,62000CJ0009,N33
62002CO0235,62000CJ0009,N34
62002CO0235,62000CJ0009,N35
62002CO0235,62000CJ0009,N36
62002CO0235,62000CJ0009,N37
62002CO0235,62001CJ0114,N38
62002CO0244,61998CJ0027,N29
62002CO0244,61999CJ0513,N34
62002CO0244,61999CJ0513,N35
62002CO0244,62000CJ0092,N30
62002CO0244,62000CJ0092,N31
62002CO0244,62000CJ0092,N32
62002CO0244,62000CJ0092,N33
62002CO0258,61998CJ0352,N31
62002CO0258,61998CJ0451,N34
62002CO0258,62000CJ0041,N31
62002CO0258,62000CJ0050,N34
62002CO0258,62000CJ0050,N58
62002CO0258,62000CJ0142,N34
62002CO0258,62002CO0258,N36
62002CO0258,62002CO0258,N41
62002CO0166(01),61990CJ0006,N24
62002CO0166(01),61992CJ0091,N23
62002CO0166(01),61992CJ0091,N24
62002CO0166(01),61995CJ0168,N23
62002CO0166(01),61998CJ0348,N19
62002CO0166(01),61998CJ0348,N20
62003CO0039,61968CO0027,N41
62003CO0039,61990CO0345,N40
62003CO0039,61995CO0399,N41
62003CO0039,61996CO0393,N41
62003CO0039,61999CO0065,N41
62003CO0039,61999CO0329,N42
62003CO0039,61999CO0364,N54
62003CO0039,62001CO0180,N40
62003CO0039,62001CO0180,N41
62003CO0039,62001CO0180,N42
62003CO0039,62002CO0399,N54
62003CO0156,61968CO0027,N35
62003CO0156,61990CO0345,N34
62003CO0156,61995CO0399,N35
62003CO0156,61996CO0393,N35
62003CO0156,61999CO0065,N35
62003CO0156,61999CO0329,N36
62003CO0156,61999CO0364,N47
62003CO0156,62001CO0180,N34
62003CO0156,62001CO0180,N35
62003CO0156,62001CO0180,N36
62003CO0156,62002CO0399,N47
62003CO0156,62003CO0039,N34
62003CO0156,62003CO0039,N44
62003CO0156,62003CO0039,N47
62001CO0424,61997CJ0134,N21
62001CO0424,61999CJ0178,N21
62001CO0424,62000CJ0062,N31
62001CO0424,62000CJ0092,N31
62001CO0424,62000CJ0255,N31
62000CO0307,61978CJ0083,N105
62000CO0307,61979CJ0036,N114
62000CO0307,61985CJ0035,N106
62000CO0307,61998CJ0318,N114
62000CO0307,61998CJ0425,N105
62000CO0307,62000CJ0006,N80
62000CO0307,62000CJ0006,N85
62000CO0307,62000CJ0006,N86
62000CO0307,62000CJ0006,N87
62000CO0307,62000CJ0006,N94
62000CO0307,62000CJ0006,N95
62000CO0307,62000CJ0006,N96
62000CO0307,62000CJ0006,N97
62000CO0307,62000CJ0006,N98
62000CO0307,62000CJ0006,N101
62000CO0307,62000CJ0006,N102
62000CO0307,62000CJ0006,N107
62000CO0307,62000CJ0006,N108
62000CO0307,62000CJ0006,N111
62000CO0307,62000CJ0006,N121
62000CO0307,62000CJ0006,N122
62000CO0307,62000CJ0304,N106
62001CO0158,61998CJ0348,N17
62001CO0158,61998CJ0348,N19
62001CO0158,61998CJ0348,N20
62001CO0158,61998CJ0348,N21
62001CO0406,61985CJ0152,N14
62001CO0406,61985CJ0152,N20
62000CO0358,61998CJ0324,N21
62000CO0358,61998CJ0324,N24
62000CO0358,61998CJ0324,N25
62000CO0358,61998CJ0324,N26
62000CO0358,61998CJ0324,N27
62000CO0358,61998CJ0324,N28
62000CO0358,61998CJ0324,N29
62001CO0440,61992CJ0188,N70
62001CO0440,61995CO0149,N59
62001CO0440,61997CJ0310,N70
62001CO0440,61997CO0110,N58
62001CO0440,61998CO0364,N58
62001CO0440,62000CO0459,N75
62001CO0440,62000CO0459,N76
62001CO0440,62000CO0459,N77
62001CO0440,62000CO0474,N75
62001CO0440,62000CO0474,N76
62001CO0440,62000CO0474,N77
62000CO0059,61987CJ0045,N23
62000CO0059,61993CJ0359,N17
62000CO0059,61993CJ0359,N22
62000CO0059,61998CJ0324,N20
62000CO0475,61991CJ0219,N63
62000CO0475,61993CO0280,N98
62000CO0475,61995CJ0390,N50
62000CO0475,61996CO0180,N104
62000CO0475,61997CJ0120,N90
62000CO0475,61998CJ0432,N53
62000CO0475,61999CO0335,N98
62000CO0475,62000CJ0459,N52
62000CO0478,61984CO0141,N103
62000CO0478,61984CO0141,N104
62000CO0478,61991CJ0219,N63
62000CO0478,61993CO0280,N99
62000CO0478,61995CJ0390,N50
62000CO0478,61996CO0180,N110
62000CO0478,61997CJ0120,N90
62000CO0478,61998CJ0432,N53
62000CO0478,61999CO0335,N99
62000CO0478,62000CJ0459,N52
62000CO0459,61991CJ0219,N65
62000CO0459,61993CO0280,N99
62000CO0459,61995CJ0390,N52
62000CO0459,61996CO0180,N109
62000CO0459,61997CJ0120,N83
62000CO0459,61998CJ0432,N54
62000CO0459,61999CO0335,N99
62000CO0471,61984CO0141,N113
62000CO0471,61984CO0141,N114
62000CO0471,61991CJ0219,N61
62000CO0471,61993CO0280,N108
62000CO0471,61995CJ0390,N48
62000CO0471,61997CJ0120,N96
62000CO0471,61997CJ0120,N121
62000CO0471,61998CJ0432,N51
62000CO0471,61999CO0329,N107
62000CO0471,61999CO0335,N108
62000CO0471,62000CJ0459,N50
62000CO0479,61984CO0141,N93
62000CO0479,61984CO0141,N94
62000CO0479,61991CJ0219,N58
62000CO0479,61993CO0280,N89
62000CO0479,61995CJ0390,N45
62000CO0479,61996CO0180,N100
62000CO0479,61997CJ0120,N81
62000CO0479,61998CJ0432,N48
62000CO0479,61999CO0335,N89
62000CO0479,62000CJ0459,N47
62000CO0477,61984CO0141,N103
62000CO0477,61984CO0141,N104
62000CO0477,61991CJ0219,N63
62000CO0477,61993CO0280,N99
62000CO0477,61995CJ0390,N50
62000CO0477,61996CO0180,N110
62000CO0477,61997CJ0120,N90
62000CO0477,61998CJ0432,N53
62000CO0477,61999CO0335,N99
62000CO0477,62000CJ0459,N52
62000CO0476,61984CO0141,N103
62000CO0476,61984CO0141,N104
62000CO0476,61991CJ0219,N63
62000CO0476,61993CO0280,N99
62000CO0476,61995CJ0390,N50
62000CO0476,61996CO0180,N110
62000CO0476,61997CJ0120,N90
62000CO0476,61998CJ0432,N53
62000CO0476,61999CO0335,N99
62000CO0476,62000CJ0459,N52
62000CO0474,61984CO0141,N103
62000CO0474,61984CO0141,N104
62000CO0474,61991CJ0219,N63
62000CO0474,61993CO0280,N99
62000CO0474,61995CJ0390,N50
62000CO0474,61996CO0180,N112
62000CO0474,61997CJ0120,N90
62000CO0474,61998CJ0432,N53
62000CO0474,61999CO0335,N99
62000CO0474,62000CJ0459,N52
61998CO0377,61997CO0117,N24
61998CO0377,61997CO0117,N41
61998CO0377,61998CO0043,N47
61998CO0377,61998CO0043,N45
61998CO0377,61998CO0159,N62
61998CO0377,61998CO0159,N45
61998CO0377,61999CO0329,N75
61998CO0377,61999CO0329,N50
61998CO0377,61999CO0335,N67
61998CO0377,61999CO0335,N51
62000CO0116,61981CJ0065,N07
62000CO0116,61981CJ0065,N10
62000CO0116,61981CJ0141,N06
62000CO0116,61981CJ0141,N14
62000CO0116,61986CJ0014,N15
62000CO0116,61986CJ0014,N11
62000CO0116,61986CJ0014,N16
62000CO0116,61986CJ0014,N12
62000CO0116,61990CJ0320,N06
62000CO0116,61990CJ0320,N15
62000CO0116,61992CO0157,N04
62000CO0116,61992CO0157,N15
62000CO0116,61992CO0157,N05
62000CO0116,61992CO0157,N19
62000CO0116,61994CO0167,N09
62000CO0116,61994CO0167,N16
62000CO0116,61995CO0326,N07
62000CO0116,61995CO0326,N14
62000CO0116,61996CJ0176,N23
62000CO0116,61996CJ0176,N14
62000CO0116,61996CJ0176,N22
62000CO0116,61996CJ0176,N15
62000CO0116,61996CJ0176,N19
62000CO0116,61996CO0101,N06
62000CO0116,61996CO0101,N16
62000CO0116,61996CO0116,N07
62000CO0116,61996CO0116,N21
62000CO0116,61996CO0116,N08
62000CO0116,61996CO0116,N22
62000CO0116,61997CO0128,N05
62000CO0116,61997CO0128,N15
62000CO0116,61997CO0128,N16
62000CO0116,61998CO0009,N06
62000CO0116,61998CO0009,N16
62000CO0116,61998CO0009,N04
62000CO0116,61998CO0009,N15
62000CO0116,61998CO0422,N08
62000CO0116,61998CO0422,N25
62000CO0116,61998CO0422,N05
62000CO0116,61998CO0422,N14
62000CO0116,61998CO0422,N04
62000CO0116,61998CO0422,N15
61998CO0192,61965CJ0061,N20
61998CO0192,61985CO0318,N04
61998CO0192,61985CO0318,N21
61998CO0192,61994CJ0111,N09
61998CO0192,61994CJ0111,N21
61998CO0192,61996CJ0054,N23
61998CO0192,61996CJ0054,N20
61998CO0192,61996CJ0416,N17
61998CO0192,61996CJ0416,N20
61998CO0192,61997CJ0134,N14
61998CO0192,61997CJ0134,N21
61998CO0440,61965CJ0061,N11
61998CO0440,61985CO0318,N04
61998CO0440,61985CO0318,N12
61998CO0440,61994CJ0111,N09
61998CO0440,61994CJ0111,N12
61998CO0440,61996CJ0054,N23
61998CO0440,61996CJ0054,N11
61998CO0440,61996CJ0416,N17
61998CO0440,61996CJ0416,N11
61998CO0440,61997CJ0134,N14
61998CO0440,61997CJ0134,N12
61997CO0422,61978CJ0253,N12
61997CO0422,61978CJ0253,N13
61997CO0422,61978CJ0253,N39
61997CO0422,61987CJ0247,N11
61997CO0422,61987CJ0247,N42
61997CO0422,61992CJ0136,N59
61997CO0422,61992CJ0136,N30
61997CO0422,61994CJ0087,N32
61997CO0317(02),61987CJ0298,N7
61997CO0317(02),61995CO0403,N17
61997CO0317(02),61995CO0403,N20
61997CO0317(02),61995CO0403,N18
61997CO0317(02),61995CO0403,N21
61997CO0317(02),61996CO0303,N37
61997CO0317(02),61996CO0303,N20
61994CO0325,61976CJ0015,N26
61994CO0325,61993CJ0039,N30
61994CO0325,61995CO0089,N28
61995CO0181,61964CO0006,N3
61995CO0181,61968CJ0019,N3
61995CO0181,61972CJ0062,N04
61995CO0181,61972CJ0062,N6
61994CO0266,61985CJ0293,N13
61994CO0266,61985CJ0293,N16
61994CO0087,61988CO0194(02),N16
61994CO0087,61988CO0194,N41
61991CO0272(01),61988CJ0003,N3
61991CO0272(01),61991CO0272,N1
61991CO0272(01),61991CO0272,N2
61991CO0272(01),61991CO0272,N3
61991CO0272(01),61991CO0272,N4
61991CO0272(01),61991CO0272,N8
61991CO0272,61988CJ0003,N15
61991CO0272,61988CJ0003,N20
61991CO0272,61988CJ0003,N23
61991CO0272,61988CJ0003,N24
61991CO0272,61988CJ0003,N28
61988CO0286,61980CJ0126,N8
61988CO0138,61986CJ0068,N4
61988CO0160(01),61986CJ0068,N4
61988CO0034,61986CJ0068,N6
61988CO0194(02),61988CO0194,N3
61988CO0194(01),61988CO0194,N2
61988CO0160,61969CJ0069,N25
61988CO0160,61979CJ0789,N26
61988CO0160,61986CJ0068,N12
61988CO0160,61986CO0221,N22
61988CO0160,61987CO0065,N22
61988CO0160,61987CO0082,N22
61988CO0160,61987CO0376,N11
61988CO0160,61987CO0376,N22
61987CO0352,61985CJ0152,N7
61987CO0376,61986CO0221,N21
61987CO0376,61987CO0065,N21
61987CO0376,61987CO0082,N21
61987CO0065,61972CO0075,N15
61987CO0065,61980CO0186,N15
61987CO0065,61985CO0351,N15
61987CO0065,61986CO0023,N15
61987CO0045(01),61976CJ0074,N09
61987CO0045(01),61976CJ0074,N17
61987CO0045(01),61976CJ0074,N19
61987CO0045(01),61987CO0045,N4
62016CO0411,62003CO0325,N32
62016CO0411,62010CJ0426,N42
62016CO0411,62010CJ0426,N25
62016CO0411,62010CJ0426,N49
62016CO0411,62010CJ0426,N43
62016CO0411,62010CJ0426,N26
62016CO0411,62012CO0069,N35
62016CO0411,62012CO0069,N51
62016CO0411,62012CO0069,N34
62016CO0411,62012CO0069,N23
62016CO0411,62012CO0069,N49
62016CO0411,62012CO0069,N22
62016CO0411,62012CO0069,N33
62016CO0411,62013CJ0617,N58
62016CO0411,62013CJ0617,N64
62016CO0411,62013CJ0617,N59
62016CO0411,62013CJ0617,N65
62016CO0411,62015CJ0205,N44
62016CO0411,62015CJ0205,N36
62016CO0045,62011CJ0287,N41
62016CO0045,62014CJ0007,N39
62014CO0102,61960CJ0019,N113
62014CO0102,61967CJ0004,N80
62014CO0102,61987CJ0346,N32
62014CO0102,61987CJ0346,N80
62014CO0102,61987CJ0346,N31
62014CO0102,61997CJ0310,N59
62014CO0102,61997CJ0310,N80
62014CO0102,62008CJ0214,N43
62014CO0102,62008CJ0214,N98
62014CO0102,62008CO0580,N30
62014CO0102,62008CO0580,N70
62014CO0102,62008CO0580,N21
62014CO0102,62008CO0580,N22
62014CO0102,62009CO0532,N24
62014CO0102,62009CO0532,N80
62014CO0102,62011CJ0103,N65
62014CO0102,62011CJ0103,N98
62014CO0102,62011CJ0583,N47
62014CO0102,62011CJ0583,N118
62014CO0102,62011CJ0583,N46
62014CO0102,62011CJ0583,N117
62014CO0102,62013CJ0506,N23
62014CO0102,62013CJ0506,N58
62014CO0102,62013CJ0506,N59
62014CO0102,62013CJ0506,N20
62014CO0102,62013CJ0506,N55
62014CO0102,62013CJ0506,N26
62014CO0102,62013CJ0506,N63
62014CO0102,62013CJ0506,N21
62014CO0450,61994CJ0114,N88
62014CO0450,61994CJ0114,N40
62014CO0450,61994CJ0114,N90
62014CO0450,61994CJ0114,N89
62014CO0450,61994CJ0114,N86
62014CO0450,61994CJ0114,N87
62014CO0450,61994CJ0114,N85
62014CO0450,61994CJ0114,N84
62014CO0450,62004CJ0227,N83
62014CO0450,62004CJ0227,N63
62014CO0450,62011CJ0199,N55
62014CO0450,62014CO0259,N43
62014CO0450,62014CO0259,N63
62014CO0078(01),61989CO0056,N15
62014CO0078(01),61991CO0225,N23
62014CO0078(01),61996CO0268,N23
62014CO0078(01),61998CO0043,N26
62014CO0078(01),62001CO0486,N13
62014CO0078(01),62003CO0039,N15
62014CO0078(01),62004CO0404,N14
62014CO0078(01),62012CO0551,N26
62014CO0078(01),62013CO0390,N23
62014CO0078(01),62013CO0426,N15
62014CO0078(01),62013CO0574,N32
62013CO0506,61991CO0225,N19
62013CO0506,62001CO0180,N18
62013CO0506,62001CO0180,N19
62013CO0506,62001CO0486,N11
62013CO0506,62003CO0039,N18
62013CO0506,62003CO0039,N19
62013CO0506,62004CO0404,N12
62013CO0506,62012CO0551,N20
62009CO0029,61998CJ0352,N17
62009CO0029,62000CJ0041,N17
62009CO0029,62004CJ0355,N17
62009CO0029,62007CO0107,N20
62009CO0029,62008CO0290,N20
62010CO0526,62004CO0315,N14
62007CO0440,62007CJ0440,N1
62007CO0100,62004CJ0243,N28
62007CO0100,62007CO0100,N37
62006CO0325,61974CJ0056,N5
62006CO0325,61974CJ0056,N7
62006CO0325,61974CJ0056,N13
62006CO0325,61974CJ0056,N14
62006CO0325,61974CJ0056,N15
62006CO0325,61974CJ0056,N16
62006CO0325,61974CJ0056,N17
62006CO0325,61974CJ0056,N18
62006CO0325,61974CJ0056,N19
62006CO0325,61974CJ0056,N20
62006CO0325,61974CJ0056,N21
62006CO0325,61974CJ0056,N22
62006CO0325,61974CJ0056,N23
62006CO0325,61974CJ0056,N24
62006CO0325,61974CJ0056,N25
62006CO0325,61974CJ0056,N26
62006CO0325,61974CJ0056,N27
62006CO0325,61974CJ0056,N28
62006CO0325,61974CJ0056,N29
62006CO0325,61974CJ0056,N30
62006CO0325,61974CJ0056,N31
62006CO0325,61974CJ0056,N32
62006CO0325,61974CJ0056,N33
62006CO0325,61974CJ0056,N34
62006CO0325,61974CJ0056,N35
62006CO0325,61974CJ0056,N36
62006CO0325,61974CJ0056,N37
62006CO0325,61974CJ0056,N38
62006CO0325,61974CJ0056,N39
62006CO0325,61974CJ0056,N40
62006CO0325,61974CJ0056,N41
62006CO0325,61974CJ0056,N42
62006CO0325,61974CJ0056,N43
62006CO0325,61974CJ0056,N44
62006CO0325,61974CJ0056,N45
62006CO0325,61974CJ0056,N46
62006CO0325,61974CJ0056,N47
62006CO0325,61974CJ0056,N48
62006CO0325,61974CJ0056,N49
62006CO0325,61974CJ0056,N50
62006CO0325,61974CJ0056,N51
62006CO0325,61974CJ0056,N52
62006CO0325,61974CJ0056,N53
62006CO0325,61974CJ0056,N54
62006CO0325,61974CJ0056,N55
62006CO0325,61974CJ0056,N56
62006CO0325,61974CJ0056,N57
62006CO0325,61974CJ0056,N58
62006CO0325,61974CJ0056,N59
62006CO0325,61974CJ0056,N60
62006CO0325,61974CJ0056,N61
62006CO0325,61974CJ0056,N62
62006CO0325,61974CJ0056,N63
62006CO0325,61974CJ0056,N64
62006CO0325,61974CJ0056,N65
62006CO0325,61974CJ0056,N66
62006CO0325,61983CJ0059,N77
62006CO0325,61984CJ0281,N48
62006CO0325,61986CJ0081,N77
62006CO0325,61998CJ0237,N76
62006CO0325,61998CJ0352,N36
62006CO0325,61998CJ0352,N49
62006CO0325,61999CJ0248,N36
62006CO0325,61999CJ0449,N60
62006CO0325,62000CJ0041,N36
62006CO0325,62000CJ0472,N49
62006CO0325,62001CJ0206,N29
62006CO0325,62001CJ0206,N32
62006CO0325,62002CJ0234,N49
62006CO0325,62003CJ0240,N60
62006CO0325,62005CJ0048,N32
62006CO0129,61960CJ0019,N30
62006CO0129,61988CJ0330,N30
62006CO0129,61991CJ0244,N17
62006CO0129,61992CJ0051,N31
62006CO0129,61997CJ0119,N22
62006CO0129,61999CJ0315,N22
62006CO0129,61999CJ0449,N28
62006CO0004,61998CJ0237,N26
62006CO0004,61998CJ0237,N27
62006CO0004,62001CO0488,N23
62006CO0004,62002CJ0234,N24
61989CO0104,61972CO0006,N86
61989CO0104,61972CO0006,N87
61989CO0104,61982CO0318,N51
61989CO0104,61989CJ0104,N1
61989CO0104,61989CJ0104,N6
61989CO0104,61990CO0294,N41
61989CO0104,61990CO0294,N43
61989CO0104,61990CO0294,N45
61989CO0104,61990CO0294,N51
61989CO0104,61992CO0222,N51
62001CO0136,61980CJ0256,N29
62001CO0136,61980CJ0256,N30
62001CO0136,61983CJ0145,N32
62001CO0136,61997CJ0104,N29
61998CO0095,61992CJ0053,N42
61998CO0095,61992CJ0053,N28
61998CO0095,61992CJ0136,N59
61998CO0095,61992CJ0136,N26
61995CO0019,61992CJ0136,N48
61995CO0019,61992CJ0136,N39
61995CO0019,61992CJ0136,N59
61995CO0019,61992CJ0136,N49
61995CO0019,61992CJ0136,N66
61995CO0019,61992CJ0136,N40
61995CO0019,61995CO0087,N30
61995CO0019,61995CO0087,N38
61995CO0019,61995CO0173,N20
61995CO0019,61995CO0173,N37
61990CO0051,61988CO0229,N24
61980CO0256,61980CJ0256,N1
61965CO0009(01),61965CJ0009,N384
62014CO0450,61994CJ0114,N40
62014CO0450,61994CJ0114,N84
62014CO0450,61994CJ0114,N90
62014CO0450,61994CJ0114,N87
62014CO0450,61994CJ0114,N89
62014CO0450,61994CJ0114,N86
62014CO0450,61994CJ0114,N85
62014CO0450,62004CJ0227,N83
62014CO0450,62004CJ0227,N63
62014CO0450,62011CJ0199,N55
62014CO0450,62014CO0259,N43
62014CO0450,62014CO0259,N63
62007CO0483,61962CJ0025,N41
62007CO0483,61962CJ0025,N47
62007CO0483,61963CJ0106,N46
62007CO0483,61982CJ0011,N44
62007CO0483,61982CJ0191,N53
62007CO0483,61985CJ0097,N50
62007CO0483,61989CJ0309,N45
62007CO0483,62000CJ0050,N59
62007CO0483,62002CJ0263,N53
62007CO0483,62003CJ0217,N42
62007CO0483,62003CO0379,N60
62007CO0483,62006CJ0125,N46
62007CO0483,62006CO0150,N59
62007CO0483,62006CO0237,N59
62016CO0107,62016CJ0111,N28
62016CO0107,62016CJ0111,N34
62016CO0107,62016CJ0111,N38
62016CO0107,62016CJ0111,N40
62016CO0107,62016CJ0111,N42
62016CO0107,62016CJ0111,N32
62016CO0107,62016CJ0111,N31
62016CO0107,62016CJ0111,N35
62016CO0107,62016CJ0111,N51
62016CO0107,62016CJ0111,N43
62016CO0107,62016CJ0111,N53
62016CO0107,62016CJ0111,N44
62016CO0107,62016CJ0111,N33
62016CO0107,62016CJ0111,N25
62016CO0666,61975CJ0126,N3
62016CO0666,61975CJ0126,N33
62016CO0666,61982CJ0064,N12
62016CO0666,61982CJ0064,N33
62016CO0666,62000CJ0050,N44
62016CO0666,62000CJ0050,N43
62016CO0666,62003CO0521,N25
62016CO0666,62003CO0521,N36
62016CO0666,62004CO0482,N30
62016CO0666,62004CO0482,N36
62016CO0666,62005CO0113,N56
62016CO0666,62005CO0113,N43
62016CO0666,62005CO0113,N26
62016CO0666,62005CO0113,N36
62016CO0666,62009CJ0197,N49
62016CO0666,62009CJ0197,N30
62016CO0666,62009CJ0197,N48
62016CO0666,62009CJ0197,N29
62016CO0666,62009CJ0197,N50
